darktable_bench.SRW                          27,4390 +- 0,0364 seconds time elapsed  ( +-  0,13% )
darktable_server_room.NEF                           9,6448 +- 0,0272 seconds time elapsed  ( +-  0,28% )
rsvg                           15,512 +- 0,163 seconds time elapsed  ( +-  1,05% )
gegl_rotate-on-center                           47,543 +- 0,223 seconds time elapsed  ( +-  0,47% )
gegl_scale-size                           6,2315 +- 0,0346 seconds time elapsed  ( +-  0,56% )
gegl_antialias                          46,6398 +- 0,0353 seconds time elapsed  ( +-  0,08% )
gegl_cartoon                         120,7210 +- 0,0833 seconds time elapsed  ( +-  0,07% )
gegl_color-enhance                          67,4686 +- 0,0258 seconds time elapsed  ( +-  0,04% )
gegl_crop                           9,7167 +- 0,0222 seconds time elapsed  ( +-  0,23% )
gegl_wavelet-blur                          72,1790 +- 0,0945 seconds time elapsed  ( +-  0,13% )
gegl_reflect                          35,3366 +- 0,0413 seconds time elapsed  ( +-  0,12% )
gegl_tile-glass                          34,8047 +- 0,0369 seconds time elapsed  ( +-  0,11% )
renaissance_akka-uct                           13,076 +- 0,286 seconds time elapsed  ( +-  2,18% )
renaissance_reactors                           20,819 +- 0,127 seconds time elapsed  ( +-  0,61% )
renaissance_als                           10,811 +- 0,591 seconds time elapsed  ( +-  5,47% )
renaissance_naive-bayes                           13,176 +- 0,168 seconds time elapsed  ( +-  1,28% )
renaissance_page-rank                           31,024 +- 0,302 seconds time elapsed  ( +-  0,97% )
renaissance_db-shootout                           18,275 +- 0,439 seconds time elapsed  ( +-  2,40% )
renaissance_dotty                            8,014 +- 0,138 seconds time elapsed  ( +-  1,72% )
renaissance_finagle-chirper                            9,148 +- 0,112 seconds time elapsed  ( +-  1,22% )
java-jmh                         502,5382 +- 0,0325 seconds time elapsed  ( +-  0,01% )
schbench_2                         30,04357 +- 0,00878 seconds time elapsed  ( +-  0,03% )
schbench_4                         30,03927 +- 0,00653 seconds time elapsed  ( +-  0,02% )
schbench_8                         30,04952 +- 0,00625 seconds time elapsed  ( +-  0,02% )
osbench_create_files                           23,253 +- 0,271 seconds time elapsed  ( +-  1,17% )
osbench_create_processes                           19,444 +- 0,142 seconds time elapsed  ( +-  0,73% )
osbench_create_threads                          15,9470 +- 0,0766 seconds time elapsed  ( +-  0,48% )
osbench_launch_programs                           9,6231 +- 0,0341 seconds time elapsed  ( +-  0,35% )
osbench_mem_alloc                          21,9797 +- 0,0150 seconds time elapsed  ( +-  0,07% )
tiobench_write                           204,69 +- 3,12 seconds time elapsed  ( +-  1,52% )
tiobench_read                           200,84 +- 4,83 seconds time elapsed  ( +-  2,41% )
tiobench_random_write                           335,12 +- 3,69 seconds time elapsed  ( +-  1,10% )
tiobench_random_read                           202,08 +- 5,65 seconds time elapsed  ( +-  2,79% )
pybench                           24,788 +- 0,129 seconds time elapsed  ( +-  0,52% )
network-loopback                          40,7561 +- 0,0975 seconds time elapsed  ( +-  0,24% )
svt-vp9_tune_0                            77,77 +- 1,08 seconds time elapsed  ( +-  1,39% )
svt-vp9_tune_1                          76,6733 +- 0,0106 seconds time elapsed  ( +-  0,01% )
svt-vp9_tune_2                          76,6424 +- 0,0124 seconds time elapsed  ( +-  0,02% )
svt-hevc                          27,8457 +- 0,0184 seconds time elapsed  ( +-  0,07% )
tungsten_hair                          60,2212 +- 0,0968 seconds time elapsed  ( +-  0,16% )
tungsten_water-caustic                          48,2666 +- 0,0553 seconds time elapsed  ( +-  0,11% )
tungsten_non-exponential                          14,5234 +- 0,0174 seconds time elapsed  ( +-  0,12% )
tungsten_volumetric-caustic                          19,8779 +- 0,0148 seconds time elapsed  ( +-  0,07% )
ospray_san_miguel                           55,388 +- 0,674 seconds time elapsed  ( +-  1,22% )
ospray_xfrog_forest                          183,574 +- 0,454 seconds time elapsed  ( +-  0,25% )
ospray_magnetic_reconnection                           31,067 +- 0,550 seconds time elapsed  ( +-  1,77% )
embree_crown                          137,268 +- 0,227 seconds time elapsed  ( +-  0,17% )
embree_asian_dragon                          117,573 +- 0,332 seconds time elapsed  ( +-  0,28% )
embree_asian_dragon_obj                         147,8379 +- 0,0624 seconds time elapsed  ( +-  0,04% )
iperf_tcp                         33,00686 +- 0,00249 seconds time elapsed  ( +-  0,01% )
iperf_udp                       33,0034385 +- 0,0000477 seconds time elapsed  ( +-  0,00% )
oidn                          28,2988 +- 0,0639 seconds time elapsed  ( +-  0,23% )
pyperformance-run_2to3                          60,4015 +- 0,0944 seconds time elapsed  ( +-  0,16% )
pyperformance-run_chaos                         22,01420 +- 0,00886 seconds time elapsed  ( +-  0,04% )
pyperformance-run_crypto_pyaes                         20,04420 +- 0,00993 seconds time elapsed  ( +-  0,05% )
pyperformance-run_django_template                          30,1617 +- 0,0774 seconds time elapsed  ( +-  0,26% )
pyperformance-run_float                          20,3357 +- 0,0134 seconds time elapsed  ( +-  0,07% )
pyperformance-run_go                          44,2100 +- 0,0189 seconds time elapsed  ( +-  0,04% )
